Content,KC
<p><strong>Điền số nguyên thích hợp vào chỗ trống.</strong></p><p>Một người có 7 cái áo trong đó có 3 áo trắng và 5 cái cà vạt trong đó có hai cà vạt màu vàng. Biết rằng nếu chọn áo trắng thì không chọn cà vạt màu vàng. Số cách chọn áo - cà vạt là __29__.</p>,"18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><strong>Điền số thích hợp vào chỗ trống. </strong></p><p><span style=""color: rgb(26, 28, 30);"">Một tổ có 4 học sinh: An, Bình, Cường, Dũng. Cần chọn ra một tổ trưởng và một tổ phó. Biết rằng nếu An làm tổ trưởng thì Bình không làm tổ phó và ngược lại (do hai bạn không hợp tác tốt trong vai trò đó). Số cách chọn là </span> __10__</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><span style=""color: rgb(26, 28, 30);"">Có 3 bạn nam (N1, N2, N3) và 2 bạn nữ (F1, F2) xếp thành một hàng dọc. Hỏi có bao nhiêu cách xếp sao cho không có hai bạn nam nào đứng liền kề nhau VÀ bạn nữ F1 phải đứng trước bạn nữ F2 (không nhất thiết liền kề)?</span></p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><strong>Điền số nguyên thích hợp vào chỗ trống.</strong></p><p>Bạn Hoa có 3 áo sơ mi khác màu (Trắng, Xanh, Hồng), 2 chân váy khác kiểu (Xòe, Bút chì) và 2 đôi giày khác loại (Cao gót, Bệt). Hoa muốn chọn một bộ trang phục gồm 1 áo, 1 chân váy, 1 đôi giày. Tuy nhiên, có một quy tắc:</p><ul><li>Nếu Hoa mặc áo sơ mi Trắng thì cô ấy sẽ không đi giày Cao gót.</li><li>Nếu Hoa mặc chân váy Xòe thì cô ấy phải đi giày Bệt.</li></ul><p>Số cách để Hoa chọn trang phục là __8__</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p>Trong một hệ sinh thái đơn giản, có các loài sau:</p><ul><li>Cỏ (C)</li><li>Sâu (S) ăn Cỏ.</li><li>Châu chấu (CC) ăn Cỏ.</li><li>Chim sẻ (CS) ăn Sâu và Châu chấu.</li><li>Rắn (R) ăn Chim sẻ.</li><li>Đại bàng (ĐB) ăn Rắn và Chim sẻ.</li></ul><p>Hỏi có bao nhiêu chuỗi thức ăn có ít nhất 3 mắt xích và kết thúc bằng Đại bàng?</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><strong>Điền số nguyên thích hợp vào chỗ trống.</strong></p><p>Để điều chế chất D từ chất A, có thể thực hiện theo các chuỗi phản ứng sau (mỗi mũi tên là một giai đoạn):</p><ul><li>Sơ đồ 1: A → B → D</li><li>Sơ đồ 2: A → C → D</li></ul><p>Biết rằng:</p><ul><li>Từ A có 2 cách để tạo ra B.</li><li>Từ A có 3 cách để tạo ra C.</li><li>Từ B có 1 cách để tạo ra D.</li><li>Từ C có 2 cách để tạo ra D.</li></ul><p>Số cách để điều chế được chất D từ A là __8__</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><strong>Điền số nguyên thích hợp vào chỗ trống.</strong></p><p>Một sản phẩm điện tử cần 3 linh kiện A, B, C để lắp ráp.</p><ul><li>Linh kiện A có 2 loại (A1, A2).</li><li>Linh kiện B có 3 loại (B1, B2, B3).</li><li>Linh kiện C có 2 loại (C1, C2).</li></ul><p>Quy trình lắp ráp có điều kiện:</p><ul><li>Nếu dùng linh kiện A1 thì bắt buộc phải dùng linh kiện B2.</li><li>Nếu dùng linh kiện B3 thì không được dùng linh kiện C2.</li></ul><p>Số cách khác nhau để lắp ráp hoàn chỉnh một sản phẩm là __7__.</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p>Một hệ thống mã hóa đơn giản thay thế mỗi chữ cái trong từ ""HELLO"" bằng một biểu tượng. Có 3 loại biểu tượng: Hình tròn (O), Hình vuông ([]), Hình tam giác (Δ).</p><p>Quy tắc:</p><ul><li>Hai chữ cái giống nhau liền kề (như LL trong HELLO) phải được mã hóa bằng hai biểu tượng khác nhau.</li><li>Chữ cái đầu tiên (H) có thể mã hóa bằng bất kỳ biểu tượng nào.</li><li>Chữ cái cuối cùng (O) không được mã hóa giống chữ cái đầu tiên (H).</li></ul><p>Có bao nhiêu cách mã hóa từ ""HELLO""?</p><p><br></p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p>Một xưởng may sản xuất áo sơ mi qua 3 công đoạn:</p><ul><li>Cắt vải: Có 2 loại máy cắt (Máy X, Máy Y).</li><li>May ráp: Nếu vải được cắt bằng Máy X, có 3 chuyền may (Chuyền 1, 2, 3) có thể ráp. Nếu vải được cắt bằng Máy Y, chỉ có 2 chuyền may (Chuyền 2, 4) có thể ráp (do đặc thù đường cắt).</li><li>Hoàn thiện (đơm nút, ủi): Nếu ráp ở Chuyền 1 hoặc 2, có 2 tổ hoàn thiện (Tổ A, Tổ B). Nếu ráp ở Chuyền 3, chỉ có Tổ A làm được. Nếu ráp ở Chuyền 4, chỉ có Tổ B làm được.</li></ul><p>Số quy trình sản xuất một chiếc áo sơ mi hoàn chỉnh khác nhau là bao nhiêu?</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p><span style=""background-color: rgb(237, 242, 250); color: rgb(26, 28, 30);""> </span>Một loài thực vật, gen A quy định hoa đỏ trội hoàn toàn so với gen a quy định hoa trắng. Gen B quy định quả tròn trội hoàn toàn so với gen b quy định quả dài. Hai cặp gen này phân li độc lập. Cho cây P có kiểu gen AaBb tự thụ phấn.</p><p>Hỏi ở F1 có thể tạo ra tối đa bao nhiêu kiểu tổ hợp giao tử của bố và mẹ để tạo thành hợp tử có kiểu hình hoa đỏ, quả tròn? (A_B_).</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
"<p>Một nhóm học sinh chuẩn bị một dự án Khoa học Kỹ thuật cấp trường qua 3 bước chính:</p><ul><li>Lựa chọn lĩnh vực nghiên cứu:</li></ul><p>                  Có 2 lĩnh vực chính để chọn: Khoa học Tự nhiên (KHTN) hoặc Khoa học Xã hội (KHXH).</p><ul><li>Xác định đề tài cụ thể và phương pháp nghiên cứu:</li></ul><p>                 Nếu chọn KHTN: Có 3 hướng đề tài (Vật lý ứng dụng, Hóa học xanh, Sinh học môi trường).</p><p>                Nếu chọn KHXH: Có 2 hướng đề tài (Tác động của mạng xã hội, Nghiên cứu văn hóa địa phương).</p><ul><li>Thực hiện và trình bày sản phẩm:</li></ul><p>                Nếu đề tài là Vật lý ứng dụng hoặc Hóa học xanh: Có 2 cách trình bày sản phẩm (Mô hình thực tế, Video mô phỏng).</p><p>               Nếu đề tài là Sinh học môi trường: Chỉ có cách trình bày bằng Báo cáo khoa học kèm thu thập mẫu vật.</p><p>              Nếu đề tài là Tác động của mạng xã hội: Chỉ có cách trình bày bằng Bài thuyết trình PowerPoint kèm số liệu khảo sát.</p><p>              Nếu đề tài là Nghiên cứu văn hóa địa phương: Có 2 cách trình bày (Phim tài liệu ngắn, Triển lãm ảnh và hiện vật).</p><p>Hỏi nhóm học sinh có bao nhiêu cách khác nhau để hoàn thành một bài dự thi Khoa học Kỹ thuật hoàn chỉnh?</p>","18.K10.1.2.2 - Vận dụng được sơ đồ hình cây trong các bài toán đếm đơn giản trong các môn học khác cũng như trong thực tiễn (ví dụ: đếm số hợp tử tạo thành trong Sinh học, hoặc đếm số trận đấu trong một giải thể thao,...)."
